Person1,Person2,type
712,155,acquaintance
2462,2895,friend
1240,1485,acquaintance
2849,2998,acquaintance
324,559,friend
961,1437,best friend
2305,2093,acquaintance
1328,2343,friend
2182,1477,acquaintance
1666,594,friend
2553,1992,friend
1596,1220,acquaintance
1666,2051,acquaintance
1048,2143,friend
2463,1434,friend
123,859,acquaintance
2437,2926,acquaintance
148,383,acquaintance
1068,1778,acquaintance
2644,2124,best friend
2764,1508,best friend
794,2959,acquaintance
1583,1945,acquaintance
1090,987,acquaintance
341,53,friend
1549,869,friend
1054,709,acquaintance
1469,2411,acquaintance
2433,1063,acquaintance
2274,1248,acquaintance
715,896,acquaintance
2957,1528,acquaintance
446,2351,acquaintance
190,2489,friend
67,2862,friend
476,430,acquaintance
1485,2425,friend
1095,279,acquaintance
1660,1303,acquaintance
2702,1754,best friend
674,2426,best friend
270,2744,friend
1371,2640,best friend
2221,1086,acquaintance
1133,2077,friend
1442,2980,friend
2701,276,acquaintance
1752,1963,acquaintance
2718,163,acquaintance
343,128,acquaintance
723,529,friend
840,924,acquaintance
1958,2957,friend
179,2305,acquaintance
400,1009,best friend
1958,2467,best friend
1932,1910,friend
179,2714,acquaintance
1403,335,friend
2178,546,friend
863,2112,acquaintance
1328,2546,acquaintance
1748,67,acquaintance
1967,2333,friend
512,257,friend
1341,2693,acquaintance
1990,910,acquaintance
2381,794,acquaintance
59,61,friend
1983,150,acquaintance
588,1556,acquaintance
2600,2640,friend
679,797,friend
1839,2986,acquaintance
2466,2585,acquaintance
1006,784,acquaintance
2894,2811,acquaintance
576,1070,friend
1341,456,acquaintance
2812,2286,acquaintance
2908,2059,friend
2623,2669,acquaintance
1189,2875,friend
396,1612,friend
1426,2082,acquaintance
2358,2600,friend
2926,963,acquaintance
2586,1348,acquaintance
1409,2830,acquaintance
1349,1893,acquaintance
15,2481,acquaintance
1555,869,acquaintance
680,1882,acquaintance
2708,1056,acquaintance
1905,301,acquaintance
235,784,friend
997,1368,acquaintance
1528,2400,acquaintance
1905,872,acquaintance
2875,2615,acquaintance
1736,1005,acquaintance
2052,59,acquaintance
2986,1058,acquaintance
2025,1759,friend
621,641,acquaintance
1020,1615,best friend
2303,179,acquaintance
2008,509,friend
342,2172,acquaintance
1583,2021,acquaintance
1202,2981,acquaintance
1578,311,acquaintance
1425,2598,acquaintance
2167,1968,acquaintance
2895,1967,friend
739,589,best friend
1578,1016,friend
997,524,acquaintance
1068,2025,friend
772,1086,acquaintance
2756,766,acquaintance
1073,2274,friend
429,198,acquaintance
2456,480,acquaintance
1001,846,friend
1947,2625,acquaintance
2554,529,friend
128,2542,acquaintance
2256,2952,acquaintance
2117,1428,friend
423,2994,friend
1133,389,acquaintance
162,476,friend
1694,209,best friend
300,913,acquaintance
2560,2791,acquaintance
203,235,best friend
179,1671,acquaintance
757,1336,friend
2483,733,acquaintance
1524,1078,acquaintance
1339,704,acquaintance
146,1272,acquaintance
2922,2882,acquaintance
681,1494,acquaintance
455,59,acquaintance
1212,802,friend
613,53,acquaintance
799,2984,acquaintance
2581,2096,acquaintance
395,1116,best friend
2220,2984,friend
692,2930,acquaintance
1933,2527,friend
118,182,acquaintance
2535,2093,acquaintance
1837,2201,acquaintance
595,1452,acquaintance
2398,1016,friend
2484,2299,acquaintance
511,1347,acquaintance
1259,2494,acquaintance
1870,654,acquaintance
1058,1498,acquaintance
517,2611,acquaintance
2030,1543,acquaintance
2435,1648,acquaintance
648,480,acquaintance
749,284,acquaintance
976,2435,acquaintance
2625,2537,acquaintance
1963,462,acquaintance
380,128,acquaintance
1089,865,acquaintance
1347,890,friend
1013,2423,friend
2098,1051,friend
1798,1137,acquaintance
277,423,acquaintance
240,2340,acquaintance
2368,2702,acquaintance
1189,142,acquaintance
1398,405,acquaintance
1928,644,friend
2437,2224,friend
2582,444,friend
2561,705,friend
2353,1485,friend
1,1133,friend
1852,2267,acquaintance
338,2403,friend
2009,2016,acquaintance
2171,107,friend
59,325,acquaintance
954,222,acquaintance
283,1849,friend
1694,2077,friend
2473,2484,friend
276,1141,friend
2100,2623,friend
2459,1905,acquaintance
2547,1770,acquaintance
1876,1635,acquaintance
685,1992,friend
2358,2103,acquaintance
1635,151,acquaintance
895,1993,friend
97,2030,acquaintance
2274,1945,acquaintance
372,1773,friend
919,1304,acquaintance
2310,2980,acquaintance
2544,517,friend
1023,2025,acquaintance
2220,335,acquaintance
1588,396,friend
2363,1984,acquaintance
1068,135,acquaintance
950,1371,acquaintance
794,2574,friend
93,588,friend
53,2430,friend
1648,762,friend
802,120,friend
1876,2598,friend
43,3,acquaintance
1330,1873,friend
1421,2043,acquaintance
2041,133,friend
1261,2611,acquaintance
799,910,friend
1256,1929,acquaintance
907,2595,acquaintance
2096,1730,friend
16,1543,friend
586,680,acquaintance
2454,2023,acquaintance
1405,1154,friend
1210,1119,acquaintance
1266,2224,acquaintance
813,2371,acquaintance
1878,664,acquaintance
590,2378,friend
471,2195,friend
1262,1391,acquaintance
215,2675,friend
1073,203,acquaintance
1343,2276,friend
2868,2135,acquaintance
1739,888,friend
1525,1007,friend
1068,1878,acquaintance
2615,2830,acquaintance
1391,2625,best friend
2240,2701,acquaintance
646,2996,acquaintance
2205,2381,acquaintance
1089,646,best friend
2411,2310,acquaintance
1248,875,acquaintance
131,1124,acquaintance
2782,1210,acquaintance
215,2811,acquaintance
1705,2148,acquaintance
162,1256,acquaintance
1929,1985,friend
1849,155,acquaintance
1313,1428,friend
1601,2625,acquaintance
1392,2341,acquaintance
1073,573,acquaintance
1671,2760,friend
2584,1063,friend
1484,679,acquaintance
2673,2368,acquaintance
863,276,acquaintance
990,766,friend
804,2776,acquaintance
2021,2763,acquaintance
2547,409,friend
2248,1433,friend
195,1877,best friend
2418,2640,friend
2226,3,acquaintance
1259,329,acquaintance
257,2435,acquaintance
2114,1798,acquaintance
799,766,acquaintance
2449,2647,friend
203,2558,acquaintance
1987,2519,friend
2527,2430,acquaintance
198,704,friend
1160,2748,acquaintance
194,1182,acquaintance
798,806,friend
190,1759,friend
1090,1567,acquaintance
2926,1347,acquaintance
2702,2224,acquaintance
1375,1439,acquaintance
654,2054,best friend
681,1425,acquaintance
900,430,friend
945,59,friend
718,1375,acquaintance
43,709,friend
277,2920,friend
876,1023,acquaintance
990,1074,acquaintance
1007,2912,acquaintance
2061,2863,acquaintance
1644,339,best friend
2459,2061,acquaintance
2004,314,acquaintance
2942,2812,acquaintance
342,2912,best friend
135,553,acquaintance
1169,396,acquaintance
2688,1070,acquaintance
1594,1951,acquaintance
142,1745,acquaintance
222,1466,acquaintance
1612,2584,friend
455,2349,acquaintance
1330,2957,acquaintance
215,2122,friend
1028,2536,friend
2870,559,acquaintance
525,2623,friend
2695,1,acquaintance
2221,932,friend
2933,311,acquaintance
1492,1990,acquaintance
2791,2774,acquaintance
2380,1210,acquaintance
1581,2374,acquaintance
875,2613,friend
282,695,friend
935,2362,friend
2335,1815,acquaintance
2458,1026,acquaintance
2276,1862,acquaintance
372,1023,acquaintance
1800,370,friend
1810,2613,acquaintance
165,1196,acquaintance
2426,718,friend
276,924,acquaintance
1203,804,friend
1589,1444,acquaintance
1423,766,acquaintance
1141,1800,acquaintance
1968,2235,acquaintance
272,2558,acquaintance
1870,646,acquaintance
2849,2885,friend
1348,455,acquaintance
21,2435,acquaintance
1777,2672,acquaintance
257,2600,friend
1708,300,friend
1839,455,acquaintance
2020,2758,acquaintance
1812,1760,acquaintance
1042,2758,acquaintance
2402,294,acquaintance
2791,557,acquaintance
2077,521,acquaintance
2640,910,acquaintance
2728,2038,friend
1835,133,acquaintance
2511,876,acquaintance
1714,2994,friend
1371,2178,acquaintance
2178,1426,friend
379,1852,acquaintance
198,2554,best friend
14,973,acquaintance
685,1141,acquaintance
2510,595,acquaintance
1054,272,acquaintance
329,757,acquaintance
624,1592,acquaintance
2340,395,friend
118,1594,acquaintance
1177,1343,friend
608,1929,acquaintance
925,1754,friend
586,876,acquaintance
2870,1350,acquaintance
2833,1798,acquaintance
2195,1578,friend
2613,1437,best friend
1302,2644,friend
910,1439,acquaintance
1073,1314,acquaintance
2907,2499,friend
1779,1498,acquaintance
2310,891,acquaintance
372,2041,friend
1929,295,acquaintance
2511,1791,acquaintance
2574,2854,acquaintance
910,2043,acquaintance
1445,2172,friend
2547,2164,friend
1037,2990,friend
1020,1403,acquaintance
1078,2986,friend
1573,2430,acquaintance
2343,782,acquaintance
2226,2625,friend
2437,2764,acquaintance
2215,782,acquaintance
1655,1644,acquaintance
2751,766,friend
2718,1660,acquaintance
2998,1599,acquaintance
2103,2893,acquaintance
2595,2980,friend
2819,1089,acquaintance
715,2790,acquaintance
654,1629,acquaintance
94,923,acquaintance
2875,1717,acquaintance
2510,311,friend
193,287,friend
1782,2912,friend
451,329,friend
2653,1730,acquaintance
165,370,friend
372,2026,acquaintance
1189,630,friend
2577,1220,acquaintance
1424,2061,acquaintance
429,950,acquaintance
2096,1238,best friend
102,2098,acquaintance
608,559,acquaintance
448,314,acquaintance
573,1965,friend
875,1870,acquaintance
2627,1276,friend
1660,1595,acquaintance
2599,2407,acquaintance
1054,61,acquaintance
1595,1567,friend
187,2435,acquaintance
279,1167,best friend
890,2265,acquaintance
1350,2760,acquaintance
2760,2256,acquaintance
704,1304,acquaintance
2748,1549,friend
2484,1844,acquaintance
2368,787,acquaintance
2766,2804,best friend
2795,757,acquaintance
2271,2256,friend
2401,2737,friend
715,2423,friend
146,840,friend
579,294,acquaintance
1048,118,acquaintance
729,120,acquaintance
594,1273,friend
2137,1169,friend
766,796,friend
1304,1169,acquaintance
1008,1600,acquaintance
2351,1398,friend
2558,444,acquaintance
2195,1371,friend
2510,1904,friend
253,558,acquaintance
724,117,acquaintance
1730,37,best friend
2710,2920,best friend
718,194,acquaintance
405,1424,best friend
1089,1818,friend
1575,2974,acquaintance
1512,2004,acquaintance
1878,2625,acquaintance
2430,913,acquaintance
2100,265,friend
2402,1078,acquaintance
559,2353,acquaintance
521,1132,acquaintance
709,295,friend
2127,2261,friend
2453,1807,acquaintance
1829,2790,friend
1405,94,friend
2248,2959,friend
621,705,friend
890,558,acquaintance
1042,2919,acquaintance
1391,287,friend
882,1849,acquaintance
813,1954,friend
2410,1792,friend
1849,1026,acquaintance
2574,1954,acquaintance
1056,804,acquaintance
1177,2979,friend
1202,2499,acquaintance
705,1958,acquaintance
1264,1288,acquaintance
1485,1862,acquaintance
2840,21,acquaintance
123,1443,friend
1993,2893,acquaintance
1929,148,acquaintance
982,123,acquaintance
2362,1682,best friend
2627,678,acquaintance
2240,1200,friend
2644,2240,acquaintance
1377,1993,acquaintance
998,1124,friend
1830,1167,acquaintance
778,685,best friend
2737,2791,acquaintance
2396,2052,acquaintance
2041,2877,friend
1498,1424,acquaintance
279,1343,friend
1958,1090,friend
751,2675,acquaintance
1701,212,acquaintance
1679,813,acquaintance
1928,370,best friend
150,1007,acquaintance
1051,2345,best friend
1063,552,acquaintance
1652,588,acquaintance
2274,1791,friend
2054,155,acquaintance
2611,2343,acquaintance
2172,2558,friend
1048,1605,friend
1715,1990,acquaintance
2499,2489,acquaintance
1019,2054,acquaintance
551,1005,acquaintance
182,2930,acquaintance
1452,1278,acquaintance
2433,2585,acquaintance
2009,2303,friend
1058,444,acquaintance
1171,1612,acquaintance
1773,2687,acquaintance
2713,2885,friend
1433,186,best friend
2999,855,acquaintance
2100,1262,acquaintance
2333,1644,acquaintance
194,179,acquaintance
2004,1087,acquaintance
2612,400,acquaintance
996,186,acquaintance
2335,631,acquaintance
335,1268,friend
936,2314,acquaintance
146,1062,best friend
370,110,acquaintance
1483,890,friend
2558,1927,acquaintance
85,2172,acquaintance
1485,1588,acquaintance
621,392,acquaintance
1967,2430,acquaintance
450,2612,friend
2833,455,acquaintance
2494,203,acquaintance
2161,2317,friend
2920,2077,acquaintance
2830,2004,friend
273,1322,friend
2267,1056,acquaintance
235,1782,acquaintance
1819,817,acquaintance
2574,1499,friend
1717,982,best friend
528,2314,best friend
919,2702,friend
1644,2008,acquaintance
1728,509,acquaintance
2615,2147,friend
2779,338,friend
1116,2863,acquaintance
151,2463,acquaintance
2744,509,best friend
1068,2547,friend
1428,2374,friend
2908,2870,acquaintance
992,2082,acquaintance
1469,2358,acquaintance
444,2462,acquaintance
430,1492,acquaintance
282,707,friend
2467,588,acquaintance
2348,1492,acquaintance
635,2705,acquaintance
2171,1070,acquaintance
1933,1803,acquaintance
1637,2893,acquaintance
2990,1945,acquaintance
1498,1589,acquaintance
1,1965,friend
43,1023,best friend
342,2137,acquaintance
2453,1583,acquaintance
2443,1993,best friend
2230,472,acquaintance
1161,1328,friend
2708,1026,acquaintance
1593,1339,acquaintance
2366,2782,acquaintance
146,1562,acquaintance
2143,1612,friend
678,2402,acquaintance
1882,2240,acquaintance
2687,2378,acquaintance
2908,324,friend
902,439,friend
1146,841,acquaintance
186,1090,acquaintance
1601,2041,friend
2437,599,acquaintance
472,2410,friend
1499,1859,acquaintance
240,1268,acquaintance
2483,1663,friend
2504,723,friend
1944,2396,acquaintance
1679,284,acquaintance
1157,287,acquaintance
462,1254,acquaintance
2585,680,best friend
882,2951,acquaintance
2930,2926,friend
102,2284,best friend
2173,2502,acquaintance
1600,1161,friend
865,1423,best friend
2463,1278,acquaintance
1313,2452,acquaintance
2383,203,acquaintance
1010,621,acquaintance
589,130,acquaintance
1006,240,acquaintance
2560,1171,acquaintance
521,664,acquaintance
2631,1578,friend
2459,770,acquaintance
782,1396,friend
1945,911,acquaintance
253,797,friend
2433,405,best friend
2648,478,acquaintance
2360,923,acquaintance
2728,514,friend
931,2671,friend
2893,1845,acquaintance
485,453,friend
1601,2812,acquaintance
1760,2870,acquaintance
2681,2674,friend
2693,8,friend
2299,2994,friend
1927,1051,acquaintance
1791,723,acquaintance
1867,2830,acquaintance
1562,2702,acquaintance
423,1157,acquaintance
2841,2882,acquaintance
1633,1729,friend
1963,1947,acquaintance
1368,910,acquaintance
782,480,acquaintance
2442,1849,acquaintance
1829,1485,acquaintance
21,338,acquaintance
1673,2653,acquaintance
590,1652,acquaintance
1760,1589,acquaintance
1275,2728,acquaintance
1893,2974,acquaintance
2172,1818,acquaintance
1839,2554,friend
589,586,acquaintance
553,218,friend
2580,664,acquaintance
1671,1423,acquaintance
2009,1428,friend
1829,2908,acquaintance
2607,1304,friend
2048,588,acquaintance
2982,2764,acquaintance
2574,2252,friend
2272,2885,acquaintance
2284,1042,friend
1968,133,acquaintance
2970,739,acquaintance
1343,1573,acquaintance
1011,2372,friend
1074,478,acquaintance
2519,582,acquaintance
2974,2381,friend
2702,2220,acquaintance
1011,1006,acquaintance
1992,1403,friend
2100,341,acquaintance
2718,2240,friend
2350,325,acquaintance
416,2051,acquaintance
2726,2663,acquaintance
377,1042,friend
1862,2124,acquaintance
2957,165,acquaintance
1483,2484,friend
2605,2026,acquaintance
128,1070,acquaintance
797,2790,acquaintance
2726,1371,acquaintance
1562,546,acquaintance
2383,2858,acquaintance
338,2351,acquaintance
194,2500,friend
511,1254,best friend
2780,2912,acquaintance
1644,329,acquaintance
1466,1839,friend
1492,2418,acquaintance
1248,93,acquaintance
2705,1154,acquaintance
2553,1171,acquaintance
299,2077,friend
1879,621,friend
1054,589,acquaintance
1424,2760,best friend
855,2527,acquaintance
1904,1240,acquaintance
2286,2504,acquaintance
2402,529,friend
924,2759,acquaintance
2834,151,best friend
128,1399,acquaintance
558,2230,acquaintance
1270,2093,friend
783,102,friend
2353,2077,friend
570,2598,acquaintance
148,2504,acquaintance
28,1068,acquaintance
705,557,friend
282,341,friend
311,973,acquaintance
2230,2062,friend
709,2335,friend
2681,1023,acquaintance
1954,59,acquaintance
478,2256,acquaintance
1054,1705,acquaintance
198,1167,friend
600,175,friend
1216,133,acquaintance
2096,1694,acquaintance
2840,2760,best friend
151,2137,acquaintance
1339,1196,acquaintance
493,509,acquaintance
1375,1090,friend
1392,2795,acquaintance
2161,1595,friend
1705,695,friend
2205,2103,acquaintance
1947,2380,friend
2082,1375,acquaintance
148,2462,acquaintance
2292,1890,friend
560,2453,friend
1485,1062,acquaintance
559,1340,acquaintance
1760,2500,friend
2345,1763,acquaintance
2758,409,acquaintance
1396,582,acquaintance
2349,687,acquaintance
865,1839,acquaintance
770,2077,friend
2737,621,friend
2082,2303,friend
2163,1798,friend
429,695,friend
61,588,friend
117,1741,acquaintance
2711,2893,friend
638,462,acquaintance
2687,512,best friend
1443,2780,friend
2542,265,best friend
594,1878,friend
2351,2693,acquaintance
674,704,acquaintance
2748,509,friend
690,1133,friend
1562,1773,friend
1341,2812,friend
372,1011,best friend
875,295,friend
1028,2374,best friend
2499,876,friend
1466,2401,acquaintance
1985,624,acquaintance
2671,2094,acquaintance
674,1830,friend
54,1178,acquaintance
695,1807,acquaintance
222,961,acquaintance
576,1806,acquaintance
284,1927,friend
59,1929,acquaintance
2664,882,acquaintance
377,2981,acquaintance
215,796,acquaintance
1026,963,acquaintance
817,1068,friend
1873,524,friend
1276,674,friend
123,1257,acquaintance
1462,1023,friend
179,731,acquaintance
2827,1615,friend
1472,1806,best friend
1917,1807,acquaintance
674,194,acquaintance
2362,876,acquaintance
2335,855,acquaintance
841,295,acquaintance
370,1238,friend
721,1275,friend
1829,1807,best friend
1303,2580,acquaintance
875,2234,acquaintance
1879,2726,friend
1266,2418,acquaintance
891,1240,acquaintance
2704,2511,acquaintance
1432,2462,friend
